,CVE ID,mapping_type,attack_id,attack_name
414,CVE-2022-41328,secondary_impact,T1565.001,Stored Data Manipulation
415,CVE-2022-41328,primary_impact,T1037,Boot or Logon Initialization Scripts
416,CVE-2022-41328,exploitation_technique,T1574,Hijack Execution Flow
417,CVE-2022-42475,secondary_impact,T1071.001,Web Protocols
418,CVE-2022-42475,secondary_impact,T1622,Debugger Evasion
419,CVE-2022-42475,primary_impact,T1574,Hijack Execution Flow
420,CVE-2022-42475,exploitation_technique,T1190,Exploit Public-Facing Application
421,CVE-2023-48788,secondary_impact,T1105,Ingress Tool Transfer
422,CVE-2023-48788,primary_impact,T1059,Command and Scripting Interpreter
423,CVE-2023-48788,exploitation_technique,T1190,Exploit Public-Facing Application
424,CVE-2024-21762,exploitation_technique,T1574,Hijack Execution Flow
425,CVE-2024-21762,exploitation_technique,T1190,Exploit Public-Facing Application
426,CVE-2023-27997,primary_impact,T1136,Create Account
427,CVE-2023-27997,exploitation_technique,T1574,Hijack Execution Flow
428,CVE-2023-27997,exploitation_technique,T1190,Exploit Public-Facing Application
429,CVE-2023-6548,exploitation_technique,T1055,Process Injection
430,CVE-2023-3519,secondary_impact,T1087.002,Domain Account
431,CVE-2023-3519,primary_impact,T1105,Ingress Tool Transfer
432,CVE-2023-3519,exploitation_technique,T1574,Hijack Execution Flow
433,CVE-2023-3519,exploitation_technique,T1190,Exploit Public-Facing Application
434,CVE-2023-6549,primary_impact,T1499,Endpoint Denial of Service
435,CVE-2023-6549,exploitation_technique,T1574,Hijack Execution Flow
436,CVE-2023-4966,secondary_impact,T1134.001,Token Impersonation/Theft
437,CVE-2023-4966,primary_impact,T1005,Data from Local System
438,CVE-2023-4966,exploitation_technique,T1574,Hijack Execution Flow
439,CVE-2017-6742,secondary_impact,T1542.005,TFTP Boot
440,CVE-2017-6742,primary_impact,T1059,Command and Scripting Interpreter
441,CVE-2017-6742,exploitation_technique,T1574,Hijack Execution Flow
442,CVE-2021-4034,exploitation_technique,T1068,Exploitation for Privilege Escalation
443,CVE-2021-22986,primary_impact,T1090,Proxy
444,CVE-2021-27860,primary_impact,T1505.003,Web Shell
445,CVE-2023-2868,secondary_impact,T1041,Exfiltration Over C2 Channel
446,CVE-2023-2868,secondary_impact,T1105,Ingress Tool Transfer
447,CVE-2023-2868,primary_impact,T1059,Command and Scripting Interpreter
448,CVE-2017-6742,secondary_impact,T1048,Exfiltration Over Alternative Protocol
449,CVE-2021-22986,exploitation_technique,T1133,External Remote Services
450,CVE-2021-27860,exploitation_technique,T1190,Exploit Public-Facing Application
451,CVE-2023-2868,exploitation_technique,T1566.001,Spearphishing Attachment
452,CVE-2021-45046,secondary_impact,T1486,Data Encrypted for Impact
453,CVE-2020-1472,primary_impact,T1087.002,Domain Account
454,CVE-2020-1472,secondary_impact,T1486,Data Encrypted for Impact
455,CVE-2020-1472,primary_impact,T1068,Exploitation for Privilege Escalation
456,CVE-2019-0708,secondary_impact,T1498,Network Denial of Service
457,CVE-2019-0708,primary_impact,T1059.004,Unix Shell
458,CVE-2021-42237,primary_impact,T1059,Command and Scripting Interpreter
459,CVE-2021-45046,primary_impact,T1059,Command and Scripting Interpreter
460,CVE-2020-1472,exploitation_technique,T1133,External Remote Services
461,CVE-2019-0708,exploitation_technique,T1133,External Remote Services
462,CVE-2024-20399,primary_impact,T1059,Command and Scripting Interpreter
463,CVE-2024-20399,exploitation_technique,T1078,Valid Accounts
464,CVE-2023-20109,primary_impact,T1499,Endpoint Denial of Service
465,CVE-2023-20109,primary_impact,T1059,Command and Scripting Interpreter
466,CVE-2023-20109,exploitation_technique,T1078,Valid Accounts
467,CVE-2023-20269,primary_impact,T1078,Valid Accounts
468,CVE-2023-20269,exploitation_technique,T1133,External Remote Services
469,CVE-2024-20359,primary_impact,T1059,Command and Scripting Interpreter
470,CVE-2024-20359,exploitation_technique,T1078,Valid Accounts
471,CVE-2024-20353,secondary_impact,T1608.001,Upload Malware
472,CVE-2024-20353,primary_impact,T1653,Power Settings
473,CVE-2024-20353,exploitation_technique,T1190,Exploit Public-Facing Application
474,CVE-2022-20699,primary_impact,T1059.004,Unix Shell
475,CVE-2022-20699,exploitation_technique,T1133,External Remote Services
476,CVE-2022-20700,primary_impact,T1059.004,Unix Shell
477,CVE-2022-20700,exploitation_technique,T1190,Exploit Public-Facing Application
478,CVE-2022-20701,primary_impact,T1203,Exploitation for Client Execution
479,CVE-2022-20701,exploitation_technique,T1078,Valid Accounts
480,CVE-2022-20708,primary_impact,T1068,Exploitation for Privilege Escalation
481,CVE-2022-20708,exploitation_technique,T1190,Exploit Public-Facing Application
482,CVE-2021-22005,primary_impact,T1059,Command and Scripting Interpreter
483,CVE-2021-22005,exploitation_technique,T1190,Exploit Public-Facing Application
484,CVE-2021-22017,primary_impact,T1090.001,Internal Proxy
485,CVE-2021-22017,exploitation_technique,T1190,Exploit Public-Facing Application
486,CVE-2022-20821,exploitation_technique,T1190,Exploit Public-Facing Application
487,CVE-2022-20703,exploitation_technique,T1203,Exploitation for Client Execution
488,CVE-2021-21973,primary_impact,T1046,Network Service Discovery
489,CVE-2021-21973,exploitation_technique,T1190,Exploit Public-Facing Application
490,CVE-2023-34048,secondary_impact,T1588.001,Malware
491,CVE-2023-34048,primary_impact,T1203,Exploitation for Client Execution
492,CVE-2022-22948,secondary_impact,T1068,Exploitation for Privilege Escalation
493,CVE-2022-22948,primary_impact,T1212,Exploitation for Credential Access
494,CVE-2022-22948,exploitation_technique,T1078,Valid Accounts
495,CVE-2024-37085,secondary_impact,T1608.001,Upload Malware
496,CVE-2024-37085,primary_impact,T1068,Exploitation for Privilege Escalation
497,CVE-2024-37085,exploitation_technique,T1078,Valid Accounts
498,CVE-2021-22900,primary_impact,T1068,Exploitation for Privilege Escalation
499,CVE-2021-22900,exploitation_technique,T1059,Command and Scripting Interpreter
500,CVE-2021-22899,primary_impact,T1059.003,Windows Command Shell
501,CVE-2021-22899,exploitation_technique,T1078,Valid Accounts
502,CVE-2021-22894,primary_impact,T1059,Command and Scripting Interpreter
503,CVE-2021-22894,exploitation_technique,T1078,Valid Accounts
504,CVE-2021-22893,secondary_impact,T1003,OS Credential Dumping
505,CVE-2021-22893,primary_impact,T1059,Command and Scripting Interpreter
506,CVE-2021-22893,exploitation_technique,T1190,Exploit Public-Facing Application
507,CVE-2023-46805,secondary_impact,T1555,Credentials from Password Stores
508,CVE-2023-46805,secondary_impact,T1505.003,Web Shell
509,CVE-2023-46805,primary_impact,T1078,Valid Accounts
510,CVE-2023-46805,exploitation_technique,T1190,Exploit Public-Facing Application
511,CVE-2024-21887,primary_impact,T1059,Command and Scripting Interpreter
512,CVE-2024-21887,exploitation_technique,T1190,Exploit Public-Facing Application
513,CVE-2023-36851,primary_impact,T1059,Command and Scripting Interpreter
514,CVE-2023-36851,exploitation_technique,T1190,Exploit Public-Facing Application
515,CVE-2023-36847,primary_impact,T1059,Command and Scripting Interpreter
516,CVE-2023-36847,exploitation_technique,T1190,Exploit Public-Facing Application
517,CVE-2023-36846,primary_impact,T1059,Command and Scripting Interpreter
518,CVE-2023-36846,exploitation_technique,T1190,Exploit Public-Facing Application
519,CVE-2023-36845,primary_impact,T1059,Command and Scripting Interpreter
520,CVE-2023-36845,exploitation_technique,T1190,Exploit Public-Facing Application
521,CVE-2024-21893,secondary_impact,T1555,Credentials from Password Stores
522,CVE-2024-21893,secondary_impact,T1505.003,Web Shell
523,CVE-2024-21893,primary_impact,T1078,Valid Accounts
524,CVE-2024-21893,exploitation_technique,T1190,Exploit Public-Facing Application
525,CVE-2023-35078,primary_impact,T1136,Create Account
526,CVE-2023-35078,primary_impact,T1213,Data from Information Repositories
527,CVE-2023-35078,exploitation_technique,T1190,Exploit Public-Facing Application
528,CVE-2023-35081,primary_impact,T1059,Command and Scripting Interpreter
529,CVE-2023-35081,exploitation_technique,T1190,Exploit Public-Facing Application
530,CVE-2023-0669,secondary_impact,T1486,Data Encrypted for Impact
531,CVE-2023-0669,primary_impact,T1210,Exploitation of Remote Services
532,CVE-2023-0669,exploitation_technique,T1190,Exploit Public-Facing Application
533,CVE-2023-44487,primary_impact,T1499,Endpoint Denial of Service
534,CVE-2023-44487,exploitation_technique,T1190,Exploit Public-Facing Application
535,CVE-2023-36844,primary_impact,T1190,Exploit Public-Facing Application
536,CVE-2023-36844,exploitation_technique,T1203,Exploitation for Client Execution
537,CVE-2023-49103,primary_impact,T1552,Unsecured Credentials
538,CVE-2023-49103,primary_impact,T1005,Data from Local System
539,CVE-2023-49103,exploitation_technique,T1190,Exploit Public-Facing Application
540,CVE-2023-20198,primary_impact,T1136,Create Account
541,CVE-2023-20198,exploitation_technique,T1190,Exploit Public-Facing Application
542,CVE-2023-22515,secondary_impact,T1078,Valid Accounts
543,CVE-2023-22515,secondary_impact,T1059,Command and Scripting Interpreter
544,CVE-2023-22515,primary_impact,T1059.007,JavaScript
545,CVE-2023-22515,primary_impact,T1136,Create Account
546,CVE-2023-22515,exploitation_technique,T1190,Exploit Public-Facing Application
547,CVE-2023-20273,secondary_impact,T1059,Command and Scripting Interpreter
548,CVE-2023-20273,primary_impact,T1068,Exploitation for Privilege Escalation
549,CVE-2023-20273,exploitation_technique,T1078,Valid Accounts
550,CVE-2023-42793,primary_impact,T1059.003,Windows Command Shell
551,CVE-2023-42793,exploitation_technique,T1190,Exploit Public-Facing Application
552,CVE-2024-4577,primary_impact,T1059,Command and Scripting Interpreter
553,CVE-2024-4577,exploitation_technique,T1190,Exploit Public-Facing Application
554,CVE-2024-4671,primary_impact,T1059,Command and Scripting Interpreter
555,CVE-2024-4671,exploitation_technique,T1189,Drive-by Compromise
556,CVE-2024-4761,exploitation_technique,T1059,Command and Scripting Interpreter
557,CVE-2024-4879,primary_impact,T1190,Exploit Public-Facing Application
558,CVE-2024-4879,exploitation_technique,T1059,Command and Scripting Interpreter
559,CVE-2024-4947,primary_impact,T1059,Command and Scripting Interpreter
560,CVE-2024-4947,exploitation_technique,T1189,Drive-by Compromise
561,CVE-2024-4978,secondary_impact,T1005,Data from Local System
562,CVE-2024-4978,secondary_impact,T1071.001,Web Protocols
563,CVE-2024-4978,primary_impact,T1105,Ingress Tool Transfer
564,CVE-2024-4978,exploitation_technique,T1195.002,Compromise Software Supply Chain
565,CVE-2024-5217,exploitation_technique,T1059,Command and Scripting Interpreter
566,CVE-2022-29303,secondary_impact,T1496,Resource Hijacking
567,CVE-2022-29303,primary_impact,T1059,Command and Scripting Interpreter
568,CVE-2023-1389,secondary_impact,T1041,Exfiltration Over C2 Channel
569,CVE-2023-1389,secondary_impact,T1070,Indicator Removal
570,CVE-2023-1389,secondary_impact,T1498,Network Denial of Service
571,CVE-2023-1389,primary_impact,T1496,Resource Hijacking
572,CVE-2023-1389,exploitation_technique,T1106,Native API
573,CVE-2023-27532,secondary_impact,T1486,Data Encrypted for Impact
574,CVE-2023-27532,secondary_impact,T1087,Account Discovery
575,CVE-2023-27532,secondary_impact,T1555,Credentials from Password Stores
576,CVE-2023-27532,secondary_impact,T1087.001,Local Account
577,CVE-2023-27532,primary_impact,T1059.003,Windows Command Shell
578,CVE-2023-27532,exploitation_technique,T1133,External Remote Services
579,CVE-2023-32315,secondary_impact,T1496,Resource Hijacking
580,CVE-2023-32315,secondary_impact,T1087.002,Domain Account
581,CVE-2023-32315,primary_impact,T1505.003,Web Shell
582,CVE-2023-32315,exploitation_technique,T1202,Indirect Command Execution
583,CVE-2023-38831,secondary_impact,T1041,Exfiltration Over C2 Channel
584,CVE-2023-38831,secondary_impact,T1112,Modify Registry
585,CVE-2023-38831,secondary_impact,T1053,Scheduled Task/Job
586,CVE-2023-38831,secondary_impact,T1486,Data Encrypted for Impact
587,CVE-2023-38831,secondary_impact,T1005,Data from Local System
588,CVE-2023-38831,secondary_impact,T1105,Ingress Tool Transfer
589,CVE-2022-29303,exploitation_technique,T1505,Server Software Component
590,CVE-2023-38831,primary_impact,T1059.004,Unix Shell
591,CVE-2023-38831,exploitation_technique,T1204,User Execution
592,CVE-2024-23692,secondary_impact,T1005,Data from Local System
593,CVE-2024-23692,secondary_impact,T1496,Resource Hijacking
594,CVE-2024-23692,secondary_impact,T1105,Ingress Tool Transfer
595,CVE-2024-23692,primary_impact,T1082,System Information Discovery
596,CVE-2023-49897,secondary_impact,T1498,Network Denial of Service
597,CVE-2023-49897,primary_impact,T1496,Resource Hijacking
598,CVE-2023-49897,exploitation_technique,T1203,Exploitation for Client Execution
599,CVE-2023-47565,secondary_impact,T1498,Network Denial of Service
600,CVE-2023-47565,primary_impact,T1496,Resource Hijacking
601,CVE-2024-23692,exploitation_technique,T1221,Template Injection
602,CVE-2023-47565,exploitation_technique,T1203,Exploitation for Client Execution
603,CVE-2024-24919,secondary_impact,T1003.003,NTDS
604,CVE-2024-24919,secondary_impact,T1003.008,/etc/passwd and /etc/shadow
605,CVE-2024-24919,secondary_impact,T1059.004,Unix Shell
606,CVE-2024-24919,primary_impact,T1005,Data from Local System
607,CVE-2024-24919,exploitation_technique,T1202,Indirect Command Execution
608,CVE-2023-33246,secondary_impact,T1608.001,Upload Malware
609,CVE-2023-33246,primary_impact,T1059,Command and Scripting Interpreter
610,CVE-2023-33246,exploitation_technique,T1190,Exploit Public-Facing Application
611,CVE-2023-46604,secondary_impact,T1053.005,Scheduled Task
612,CVE-2023-46604,primary_impact,T1059.004,Unix Shell
613,CVE-2023-46604,exploitation_technique,T1190,Exploit Public-Facing Application
614,CVE-2023-27524,primary_impact,T1078,Valid Accounts
615,CVE-2023-27524,exploitation_technique,T1190,Exploit Public-Facing Application
616,CVE-2022-0028,primary_impact,T1498,Network Denial of Service
617,CVE-2022-0028,exploitation_technique,T1190,Exploit Public-Facing Application
618,CVE-2023-28252,secondary_impact,T1486,Data Encrypted for Impact
619,CVE-2023-28252,secondary_impact,T1021,Remote Services
620,CVE-2023-28252,secondary_impact,T1003,OS Credential Dumping
621,CVE-2023-28252,secondary_impact,T1136,Create Account
622,CVE-2023-28252,secondary_impact,T1059,Command and Scripting Interpreter
623,CVE-2023-28252,primary_impact,T1068,Exploitation for Privilege Escalation
624,CVE-2023-28252,exploitation_technique,T1078,Valid Accounts
625,CVE-2023-21674,primary_impact,T1068,Exploitation for Privilege Escalation
626,CVE-2023-21674,exploitation_technique,T1078,Valid Accounts
627,CVE-2023-28229,primary_impact,T1068,Exploitation for Privilege Escalation
628,CVE-2023-28229,exploitation_technique,T1078,Valid Accounts
629,CVE-2022-26904,primary_impact,T1068,Exploitation for Privilege Escalation
630,CVE-2022-26904,exploitation_technique,T1078,Valid Accounts
631,CVE-2022-21919,primary_impact,T1068,Exploitation for Privilege Escalation
632,CVE-2022-21919,exploitation_technique,T1078,Valid Accounts
633,CVE-2022-21999,secondary_impact,T1136.001,Local Account
634,CVE-2022-21999,secondary_impact,T1211,Exploitation for Defense Evasion
635,CVE-2022-21999,secondary_impact,T1059,Command and Scripting Interpreter
636,CVE-2022-21999,primary_impact,T1068,Exploitation for Privilege Escalation
637,CVE-2022-21999,exploitation_technique,T1078,Valid Accounts
638,CVE-2022-22718,primary_impact,T1068,Exploitation for Privilege Escalation
639,CVE-2022-22718,exploitation_technique,T1078,Valid Accounts
640,CVE-2022-41073,secondary_impact,T1574,Hijack Execution Flow
641,CVE-2022-41073,primary_impact,T1068,Exploitation for Privilege Escalation
642,CVE-2022-41073,exploitation_technique,T1078,Valid Accounts
643,CVE-2022-37969,secondary_impact,T1059,Command and Scripting Interpreter
644,CVE-2022-37969,primary_impact,T1068,Exploitation for Privilege Escalation
645,CVE-2022-37969,exploitation_technique,T1078,Valid Accounts
646,CVE-2022-41033,primary_impact,T1068,Exploitation for Privilege Escalation
647,CVE-2022-41033,exploitation_technique,T1566.001,Spearphishing Attachment
648,CVE-2022-41125,secondary_impact,T1059,Command and Scripting Interpreter
649,CVE-2022-41125,primary_impact,T1068,Exploitation for Privilege Escalation
650,CVE-2022-41125,exploitation_technique,T1078,Valid Accounts
651,CVE-2022-22047,secondary_impact,T1059,Command and Scripting Interpreter
652,CVE-2022-22047,secondary_impact,T1547.001,Registry Run Keys / Startup Folder
653,CVE-2022-22047,primary_impact,T1068,Exploitation for Privilege Escalation
654,CVE-2022-22047,exploitation_technique,T1078,Valid Accounts
655,CVE-2022-24521,secondary_impact,T1059,Command and Scripting Interpreter
656,CVE-2022-24521,primary_impact,T1068,Exploitation for Privilege Escalation
657,CVE-2022-24521,exploitation_technique,T1078,Valid Accounts
658,CVE-2021-36934,primary_impact,T1068,Exploitation for Privilege Escalation
659,CVE-2021-36934,exploitation_technique,T1078,Valid Accounts
660,CVE-2021-40449,secondary_impact,T1573.001,Symmetric Cryptography
661,CVE-2021-40449,secondary_impact,T1071.001,Web Protocols
662,CVE-2021-40449,secondary_impact,T1016,System Network Configuration Discovery
663,CVE-2021-40449,secondary_impact,T1082,System Information Discovery
664,CVE-2021-40449,secondary_impact,T1059.003,Windows Command Shell
665,CVE-2021-40449,secondary_impact,T1027,Obfuscated Files or Information
666,CVE-2021-40449,primary_impact,T1068,Exploitation for Privilege Escalation
667,CVE-2021-40449,exploitation_technique,T1566,Phishing
668,CVE-2021-41379,primary_impact,T1068,Exploitation for Privilege Escalation
669,CVE-2021-41379,exploitation_technique,T1078,Valid Accounts
670,CVE-2024-27198,primary_impact,T1059,Command and Scripting Interpreter
671,CVE-2024-27198,exploitation_technique,T1190,Exploit Public-Facing Application
672,CVE-2022-23131,secondary_impact,T1078,Valid Accounts
673,CVE-2022-23131,secondary_impact,T1059,Command and Scripting Interpreter
674,CVE-2022-23131,primary_impact,T1548,Abuse Elevation Control Mechanism
675,CVE-2022-23131,exploitation_technique,T1190,Exploit Public-Facing Application
676,CVE-2022-1040,secondary_impact,T1040,Network Sniffing
677,CVE-2022-1040,secondary_impact,T1574,Hijack Execution Flow
678,CVE-2022-1040,secondary_impact,T1078,Valid Accounts
679,CVE-2022-1040,secondary_impact,T1557,Adversary-in-the-Middle
680,CVE-2022-1040,primary_impact,T1059,Command and Scripting Interpreter
681,CVE-2022-1040,exploitation_technique,T1190,Exploit Public-Facing Application
682,CVE-2023-5631,secondary_impact,T1041,Exfiltration Over C2 Channel
683,CVE-2023-5631,primary_impact,T1059.007,JavaScript
684,CVE-2023-5631,exploitation_technique,T1204.001,Malicious Link
685,CVE-2023-43770,secondary_impact,T1082,System Information Discovery
686,CVE-2023-43770,primary_impact,T1059,Command and Scripting Interpreter
687,CVE-2023-43770,exploitation_technique,T1189,Drive-by Compromise
688,CVE-2022-24682,secondary_impact,T1185,Browser Session Hijacking
689,CVE-2022-24682,primary_impact,T1059.007,JavaScript
690,CVE-2022-24682,exploitation_technique,T1204.001,Malicious Link
691,CVE-2022-39197,primary_impact,T1059,Command and Scripting Interpreter
692,CVE-2022-39197,exploitation_technique,T1190,Exploit Public-Facing Application
693,CVE-2023-41179,primary_impact,T1059,Command and Scripting Interpreter
694,CVE-2023-41179,exploitation_technique,T1078,Valid Accounts
695,CVE-2023-7101,secondary_impact,T1105,Ingress Tool Transfer
696,CVE-2023-7101,primary_impact,T1059,Command and Scripting Interpreter
697,CVE-2023-7101,exploitation_technique,T1190,Exploit Public-Facing Application
698,CVE-2023-22952,secondary_impact,T1530,Data from Cloud Storage
699,CVE-2023-22952,secondary_impact,T1021.001,Remote Desktop Protocol
700,CVE-2023-22952,secondary_impact,T1482,Domain Trust Discovery
701,CVE-2023-22952,secondary_impact,T1083,File and Directory Discovery
702,CVE-2023-22952,secondary_impact,T1562.001,Disable or Modify Tools
703,CVE-2023-22952,secondary_impact,T1070.004,File Deletion
704,CVE-2023-22952,secondary_impact,T1078,Valid Accounts
705,CVE-2023-22952,secondary_impact,T1505.003,Web Shell
706,CVE-2023-22952,primary_impact,T1059,Command and Scripting Interpreter
707,CVE-2023-22952,exploitation_technique,T1190,Exploit Public-Facing Application
708,CVE-2022-35914,exploitation_technique,T1059,Command and Scripting Interpreter
709,CVE-2022-35914,exploitation_technique,T1190,Exploit Public-Facing Application
710,CVE-2022-22965,primary_impact,T1059,Command and Scripting Interpreter
711,CVE-2022-22965,exploitation_technique,T1190,Exploit Public-Facing Application
712,CVE-2022-42948,primary_impact,T1059,Command and Scripting Interpreter
713,CVE-2022-42948,exploitation_technique,T1190,Exploit Public-Facing Application
714,CVE-2021-39144,primary_impact,T1203,Exploitation for Client Execution
715,CVE-2021-39144,exploitation_technique,T1190,Exploit Public-Facing Application
716,CVE-2021-35394,secondary_impact,T1499,Endpoint Denial of Service
717,CVE-2021-35394,secondary_impact,T1496,Resource Hijacking
718,CVE-2021-35394,secondary_impact,T1569.002,Service Execution
719,CVE-2021-35394,secondary_impact,T1071.001,Web Protocols
720,CVE-2021-35394,secondary_impact,T1105,Ingress Tool Transfer
721,CVE-2021-35394,primary_impact,T1059,Command and Scripting Interpreter
722,CVE-2021-35394,exploitation_technique,T1190,Exploit Public-Facing Application
723,CVE-2021-22204,primary_impact,T1059,Command and Scripting Interpreter
724,CVE-2021-22204,exploitation_technique,T1190,Exploit Public-Facing Application
725,CVE-2022-26500,secondary_impact,T1048,Exfiltration Over Alternative Protocol
726,CVE-2022-26500,secondary_impact,T1036,Masquerading
727,CVE-2022-26500,primary_impact,T1059,Command and Scripting Interpreter
728,CVE-2022-26500,exploitation_technique,T1190,Exploit Public-Facing Application
729,CVE-2022-26500,exploitation_technique,T1078,Valid Accounts
730,CVE-2022-26501,secondary_impact,T1036,Masquerading
731,CVE-2022-26501,secondary_impact,T1048,Exfiltration Over Alternative Protocol
732,CVE-2022-26501,primary_impact,T1059,Command and Scripting Interpreter
733,CVE-2022-26501,exploitation_technique,T1190,Exploit Public-Facing Application
734,CVE-2021-45382,secondary_impact,T1499.002,Service Exhaustion Flood
735,CVE-2021-45382,secondary_impact,T1071,Application Layer Protocol
736,CVE-2021-45382,secondary_impact,T1543,Create or Modify System Process
737,CVE-2021-45382,secondary_impact,T1070,Indicator Removal
738,CVE-2021-45382,primary_impact,T1059,Command and Scripting Interpreter
739,CVE-2021-45382,exploitation_technique,T1190,Exploit Public-Facing Application
740,CVE-2022-26258,secondary_impact,T1499.002,Service Exhaustion Flood
741,CVE-2022-26258,primary_impact,T1059,Command and Scripting Interpreter
742,CVE-2022-26258,exploitation_technique,T1190,Exploit Public-Facing Application
743,CVE-2022-34713,primary_impact,T1204.002,Malicious File
744,CVE-2022-34713,secondary_impact,T1059,Command and Scripting Interpreter
745,CVE-2022-34713,exploitation_technique,T1566,Phishing
746,CVE-2023-36884,secondary_impact,T1005,Data from Local System
747,CVE-2023-36884,secondary_impact,T1489,Service Stop
748,CVE-2023-36884,secondary_impact,T1490,Inhibit System Recovery
749,CVE-2023-36884,secondary_impact,T1486,Data Encrypted for Impact
750,CVE-2023-36884,secondary_impact,T1070.001,Clear Windows Event Logs
751,CVE-2023-36884,secondary_impact,T1553.005,Mark-of-the-Web Bypass
752,CVE-2023-36884,primary_impact,T1204.002,Malicious File
753,CVE-2023-36884,exploitation_technique,T1566,Phishing
754,CVE-2022-41128,secondary_impact,T1070,Indicator Removal
755,CVE-2022-41128,primary_impact,T1203,Exploitation for Client Execution
756,CVE-2022-41128,exploitation_technique,T1566,Phishing
757,CVE-2021-42321,primary_impact,T1059,Command and Scripting Interpreter
758,CVE-2021-42321,exploitation_technique,T1078,Valid Accounts
759,CVE-2022-41082,secondary_impact,T1567,Exfiltration Over Web Service
760,CVE-2022-41082,secondary_impact,T1482,Domain Trust Discovery
761,CVE-2022-41082,secondary_impact,T1087,Account Discovery
762,CVE-2022-41082,secondary_impact,T1505.003,Web Shell
763,CVE-2022-41082,primary_impact,T1059.001,PowerShell
764,CVE-2022-41082,exploitation_technique,T1059.001,PowerShell
765,CVE-2022-41082,exploitation_technique,T1078,Valid Accounts
766,CVE-2023-20867,secondary_impact,T1105,Ingress Tool Transfer
767,CVE-2023-20867,primary_impact,T1059,Command and Scripting Interpreter
768,CVE-2023-20867,exploitation_technique,T1078,Valid Accounts
769,CVE-2022-22963,secondary_impact,T1505.003,Web Shell
770,CVE-2022-22963,primary_impact,T1059.007,JavaScript
771,CVE-2022-22963,exploitation_technique,T1190,Exploit Public-Facing Application
772,CVE-2023-20887,primary_impact,T1059,Command and Scripting Interpreter
773,CVE-2023-20887,exploitation_technique,T1190,Exploit Public-Facing Application
774,CVE-2023-38035,secondary_impact,T1496,Resource Hijacking
775,CVE-2023-38035,secondary_impact,T1571,Non-Standard Port
776,CVE-2023-38035,secondary_impact,T1105,Ingress Tool Transfer
777,CVE-2023-38035,secondary_impact,T1071.001,Web Protocols
778,CVE-2023-38035,secondary_impact,T1018,Remote System Discovery
779,CVE-2023-38035,secondary_impact,T1046,Network Service Discovery
780,CVE-2023-38035,secondary_impact,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay
781,CVE-2023-38035,primary_impact,T1059,Command and Scripting Interpreter
782,CVE-2023-38035,exploitation_technique,T1190,Exploit Public-Facing Application
783,CVE-2022-22947,secondary_impact,T1486,Data Encrypted for Impact
784,CVE-2022-22947,primary_impact,T1059,Command and Scripting Interpreter
785,CVE-2022-22947,exploitation_technique,T1190,Exploit Public-Facing Application
786,CVE-2023-5217,primary_impact,T1574,Hijack Execution Flow
787,CVE-2023-5217,exploitation_technique,T1204.001,Malicious Link
788,CVE-2022-3038,primary_impact,T1574,Hijack Execution Flow
789,CVE-2022-3038,exploitation_technique,T1204.001,Malicious Link
790,CVE-2023-7024,primary_impact,T1574,Hijack Execution Flow
791,CVE-2023-7024,exploitation_technique,T1189,Drive-by Compromise
792,CVE-2022-29464,secondary_impact,T1496,Resource Hijacking
793,CVE-2022-29464,primary_impact,T1202,Indirect Command Execution
794,CVE-2022-29464,exploitation_technique,T1190,Exploit Public-Facing Application
795,CVE-2021-39226,primary_impact,T1485,Data Destruction
796,CVE-2021-39226,exploitation_technique,T1190,Exploit Public-Facing Application
797,CVE-2021-31166,primary_impact,T1059,Command and Scripting Interpreter
798,CVE-2021-31166,exploitation_technique,T1190,Exploit Public-Facing Application
799,CVE-2022-21971,primary_impact,T1059,Command and Scripting Interpreter
800,CVE-2022-21971,exploitation_technique,T1204.001,Malicious Link
801,CVE-2021-21975,exploitation_technique,T1190,Exploit Public-Facing Application
802,CVE-2022-3075,exploitation_technique,T1204.001,Malicious Link
803,CVE-2023-2136,exploitation_technique,T1204.001,Malicious Link
804,CVE-2012-0754,exploitation_technique,T1204.002,Malicious File
805,CVE-2012-0754,primary_impact,T1105,Ingress Tool Transfer
